1010C|Blackstone Extra Services Foundation changes per Ron Smith|Polygon Northwest Company|K:\1010|RT, AT|Dunhill Terrace|
1010B|Blackstone Extra Services Elevation changes per Richard|Polygon Northwest Company|K:\1010|RT, AT|Dunhill Terrace|
1010A|Blackstone Extra Services Carriage Structural|Polygon Northwest Company|K:\1010|RT, AT|Dunhill Terrace|
1009|Gateway Neighborhood B&D|Polygon Northwest Company|H:\1009|RT, GG||
1008|3320 3‐Story House (Northlake)|Polygon Northwest Company|K:\1008|BW||
1007|Polygon Homes Pod D|Dave Goodin|H:\1007|BW||
1006|Leo House|Polygon Northwest Company|K:\1006|AT||21
1005|Balcara Single‐Family|Conner Homes|H:\1005|RT||
1004|Shy Creek Single‐Family|Conner Homes|H:\1004|RT||
1003|SC 3540G (Crossings)|Polygon Northwest Company|K:\1003|BW||
1002|Barbee Mill May Creek Series Duplex|Conner Homes|K:\1002|RT,AT||22
1002G|Barbee Mill May Creek Series Duplex Extra Services Elevation C|Conner Homes|K:\1002|RT||
1002F|Barbee Mill May Creek Series Duplex Extra Services 2009 WEC Update|Conner Homes|K:\1002|RT||
1002E|Barbee Mill May Creek Series Duplex Extra Services Alternate Elevation|Conner Homes|K:\1002|RT||
1002D|Barbee Mill May Creek Series Duplex Extra Services Plan Revisions|Conner Homes|H:\1002D|RT||
1002C|Barbee Mill May Creek Series Duplex Extra Services Marketing Floor Plans|Conner Homes|K:\1002|RT||
1002B|Barbee Mill May Creek Series Duplex Extra Services Plot Plans|Conner Homes|K:\1002|RT||
1002A|Barbee Mill May Creek Series Duplex Extra Services Lot 35/36 BLA|Conner Homes|K:\1002|RT||
1001|Barbee Mill Townhomes|Conner Homes|K:\1001|RT,AT||22
1001F|Barbee Mill Townhomes Extra Services 2009 WEC Update|Conner Homes|K:\1001|RT, AT||
1001E|Barbee Mill Townhomes Extra Services Waterproof Plans|Conner Homes|K:\1001|RT, AT||
1001D|Barbee Mill Townhomes Extra Services Plot Plans|Conner Homes|K:\1001|RT, AT||
1001C|Barbee Mill Townhomes Extra Services Boundary/Setback Changes|Conner Homes|K:\1001|RT, AT||
1001B|Barbee Mill Townhomes Extra Services Modified/No Deck CDs|Conner Homes|K:\1001|RT, AT||
1001A|Barbee Mill Townhomes Extra Services Sales Trailer Roof|Conner Homes|K:\1001|RT, AT||
0938|Rainer Vista|Polygon Northwest Company|K:\0938|BW||
0937|PQ Townhomes Bldg. 14|Polygon Vancouver|H:\0937|RT||
0936|Suncrest Site|Polygon Northwest Company|K:\0936|BW||
0935|Vista Heights Clean‐up|Intracorp|H:\0935|BW||
0934|Hall Street Condos|Polygon Northwest Company|K:\0934|BW||
0933|SF Houses|Belem Development|H:\0933|RT||
0932|Suncrest Houses|Polygon Northwest Company|K:\0932|BW||
0932B|Suncrest Houses Owner Changes|Polygon Northwest Company|K:\0932|BW||
0932A|Suncrest Houses Sales Office|Polygon Northwest Company|K:\0932|BW||
0931|Aegis Lodge West Wing Remodel|Belem Development|H:\0931|RT||18
0930|Jubilee III Active Adult Apartments - Site Plan|Jenamar|K:\0930|RT||23
0929|High Point Single Family|Polygon Northwest Company|K:\0929|BW||11,12
0929D|High Point SF Extra Services|Polygon Northwest Company|K:\0929|BW||
0929C|High Point SF Extra Services Sales Office Color Elevation per Richard|Polygon Northwest Company|K:\0929|BW||
0929B|High Point SF Extra Services Owner revisions by R Rawlings|Polygon Northwest Company|K:\0929|BW||
0929A|High Point SF Extra Services Changes as required by Polygon|Polygon Northwest Company|K:\0929|BW||
0928|E2 Duplex|Polygon Northwest Company|H:\0928|BW||
0927|Lynch Cottage|The Lynchs|H:\0927|BW||
0926|Northlake Site & Lots|Polygon Northwest Company|H:\0926|BW||
0925|Walla Walla Cottages|Investco Properties Development Corp|H:\0925|BW||
0924|Seattle Pacific Concept Dwgs|JWJ Group, LLC|K:\0924|RT, AT||24
0923|Northlake Houses|Polygon Northwest Company|H:\0923|BW||
0923D|Northlake Houses Extra Services 3906 House Plan|Polygon Northwest Company|H:\0923|BW||
0923C|Northlake Houses Extra Services 3320 House Plan|Polygon Northwest Company|H:\0923|BW||
0923B|Northlake Plan Delivery|Polygon Northwest Company|H:\0923|BW||
0923A|Northlake Sales Office|Polygon Northwest Company|H:\0923|BW||
0922|LS3310B (Campus D)|Polygon Northwest Company|K:\0922|BW||
0921|Bridges|Polygon Northwest Company|H:\0921|BW||
0920|Redlich Residence|Robert and Carol Redlich|H:\0920|BW||
0919|PC3310B (FCH)|Polygon Northwest Company|H:\0919|BW||
0918|KN3310B (KNPUD)|Polygon Northwest Company|H:\0918|BW||
0917|PC3540G (FCH)|Polygon Northwest Company|H:\0917|BW||
0916|KN3320E/F (KNPUD)|Polygon Northwest Company|H:\0916|BW||
0915|Ketchum Apartments|Pacific Housing Advisors|H:\0915|BW||
0914|Beacon Hill|Rudeen Development|H:\0914|RT, BW||
0913|Trilogy Cascade Club|Trilogy|H:\0913|RT, AT||
0912|Scoccolo B|Polygon Northwest Company|H:\0912|RT||
0911|Silver View Retirement Community|JWJ Group, LLC|H:\0911|RT||40
0910|Carew House Remodel|Jane Carew|H:\0910|RT||
0909|Hillside Terrace Apartments|Tacoma Housing Authority|H:\0909|RT, BW, AT||
0908|The Crossings - Lots|Polygon Northwest Company|H:\0908|BW||
0907|The Crossings|Polygon Northwest Company|H:\0907|BW||
0907A|The Crossings Extra Services|Polygon Northwest Company|H:\0907|BW||
0906|Factoria Apts Bennett|Velling Associates|H:\0906|RT||9
0905|Knightsview|RCM Homes, Inc|H:\0905|BW||
0904|Riverside Ridge Apts|Evergreen Investment Partners|H:\0904|BW||
0903|Gateway Rec Building|Polygon Vancouver|H:\0903|RT, AT||
0902|Teufel Townhomes - Timberland Area F|Polygon Vancouver|K:\0902|RT||
0902A|Teufel Townhomes - Timberland Area F Owner Revisions|Polygon Vancouver|K:\0902|RT||
0901|Willamette Ridge A Redesign|Polygon Vancouver|H:\0901|BW, RT||
0828|400 Series Redesign|Polygon Northwest Company|H:\0828|BW||
0828C|400 Series Redesign Kent North|Polygon Northwest Company|H:\0828|BW||
0828B|400 Series Redesign Forest Canyon House Plans|Polygon Northwest Company|H:\0828|BW||
0828A|400 Series Redesign Campus Park House Plans|Polygon Northwest Company|H:\0828|BW||
0827|Riverview Apts|Rudeen Development|H:\0827|BW, GG||
0827B|Riverview Apt Extra Service Second Phase|Rudeen Development|H:\0827|BW, GG||
0827A|Riverview Apt Extra Service|Rudeen Development|H:\0827|BW, GG||
0826|Teufel Flats B|Polygon Vancouver|H:\0826|RT||
0826A|Teufel Flats B Extra Services|Polygon Vancouver|H:\0826|RT||
0825|Progress Quarry TH G&H Unit Redesign|Polygon Vancouver|H:\0825|RT||
0825B|Progress Quarry TH G&H Extra Svc|Polygon Vancouver|H:\0825|RT||
0825A|Progress Quarry TH G&H Extra Svc Changes per MGH|Polygon Vancouver|H:\0825|RT||
0824|Merlino|Investco Properties Development Corp|K:\0824|BW||
0823|Suntop Apartments|Investco Properties Development Corp|K:\0823|BW|Wind Mountain|
0822|Scoccolo Pod A|Polygon Northwest Company|H:\0822|AT|Heights at Ridgeview|
0822F|Scoccolo Pod A CAD Update|Polygon Northwest Company|H:\0822|AT||
0822C|Scoccolo Pod A Color|Polygon Northwest Company|H:\0822|AT||
0822B|Scoccolo Pod A Sales Office|Polygon Northwest Company|H:\0822|AT||
0822A|Scoccolo Pod A Extra Services|Polygon Northwest Company|H:\0822|AT||
0821|Brownstone on the Square|RCM Homes, Inc|H:\0821|RT|Hall Street Condos|
0820|Sammamish Apartments|Investco Properties Development Corp|H:\0820|BW||
0819|Teufel Flats F|Polygon Vancouver|H:\0819|RT, GG||
0819D|Teufel Flats F Extra Services|Polygon Vancouver|H:\0819|RT, GG||
0819C|Teufel Flats F Extra Services|Polygon Vancouver|H:\0819|RT, GG||
0819B|Teufel Flats F Extra Services|Polygon Vancouver|H:\0819|RT, GG||
0819A|Teufel Flats F Extra Services|Polygon Vancouver|H:\0819|RT, GG||
0818|Riverside Ridge|Rudeen Development|H:\0818|BW||
0817|Port Orchard|Vulcan|H:\0817|BW||
0816|Greenbridge|Polygon Northwest Company|K:\0816|BW||
0815|Southridge|Rudeen Development|H:\0815|BW||
0814|Bella Vista Townhomes|D.R. Horton|H:\0814|BW, RT||
0813|Gateway (OHSU) Neighborhood A|Polygon Vancouver|K:\0813|RT, GG||
0812|Longstaff|RCM Homes, Inc|H:\0812|BW, RT||
0811|Hayloft Property|Highmark Development Group|H:\0811|BW||
0810|Accessibility Manual|Polygon Northwest Company|H:\0810|BW||
0809|Timberland Townhomes|Polygon Vancouver|H:\0808|RT||
0809B|Timberland TH J, K, & L Extra Svcs Owner Changes|Polygon Vancouver|H:\0809|RT||
0809A|Timberland TH J, K, & L Extra Svcs Grading Review|Polygon Vancouver|H:\0809|RT||
0808|Cameron Square|Stanton Northwest|H:\0808|BW||38
0808C|Cameron Square Extra Svc|Stanton Northwest|H:\0808|BW||
0808B|Cameron Square Extra Svc Permit Ap|Stanton Northwest|H:\0808|BW||
0808A|Cameron Square Extra Svc/7-Plex|Stanton Northwest|H:\0808|BW||
0807|Scoccolo Pod D Apartments|Polygon Northwest Company|H:\0807|RT|Aspens at Ridgeview|37
0807C|Scoccolo Extra Svc Leasing Office Revisions|Polygon Northwest Company|H:\0807|RT||
0807B|Scoccolo Extra Svc - Owner Revisions|Polygon Northwest Company|H:\0807|RT||
0807A|Scoccolo Extra Svc - Design Review|Polygon Northwest Company|H:\0807|RT||
0806|North Tapps Estates|Sound Built Homes|H:\0806|BW||
0805|Progress Ridge Area F|Polygon Vancouver|H:\0805|RT||
0805A|Progress Ridge Area F Extra Svc - Owner Rev|Polygon Vancouver|H:\0805|RT||
0804|South Timberland|Polygon Vancouver|H:\0804|RT||
0804B|South Timberland Extra Svc - Renderings|Polygon Vancouver|H:\0804|RT||
0804A|South Timberland Extra Svc - Owner Rev|Polygon Vancouver|H:\0804|RT||
0803|Rosemont Apartments, Phase II|Investco Properties Development Corp|H:\0803|BW||
0802|Oak Park at Fanno Creek|RCM Homes, Inc|H:\0802|BW||8
0801|Lawton Street Condos|RCM Homes, Inc|H:\0801|BW||8
0740|Kirkland Aegis Remodel|Polygon Northwest Company|H:\0740|RT||18
0739|Beau Rivage|Rudeen Development|K:\0739|BW||39
0738|Edgewater Village|RCM Homes, Inc.|H:\0738|BW||
0737|Coyote Rock|Rudeen Development|H:\0737|BW||
0736|Tree Farm Apartments|Investco|H:\0736|BW||2
0735|Enumclaw Apts|Investco|K:\0735|BW||2
0734|Burien Townhomes|Stanton Northwest|H:\0734|RT||
0733|Steel Lake|Stanton Northwest|H:\0733|RT||38
0732|Northlake|Sound Built Homes|K:\0732|BW||
0731|The Hicks Residence|The Hicks|H:\0731|BW||
0730|Renwood Apartments|Investco|H:\0730|BW||
0729|Silverdale Retirement Community - Woodbridge Crossing|JWJ Group LLC|H:\0729|RT||40
0728|Harvard Place|Konstantin Babayen|H:\0728|BW||
0727|Blackstone II|Pacific Ridge Homes|H:\0727|RT||
0726|Vista Heights Unit F|Sound Built Homes|H:\0726|BW||
0725|Verona at Lakeland|Polygon Northwest Company|H:\0725|BW||
0725L|Verona at Lakeland (Lots 40, 45 & 46)|Polygon Northwest Company|H:\0725|BW||
0724|Cascadia MPC|Investco|K:\0724|BW||
0723|Hargarten Residence|The Hargarten|H:\0723|BW||10
0722|North Plains|Polygon Vancouver|H:\0722|BW||
0721|Sunrise Apartments|Investco|H:\0721|BW|Glacier Run|
0721B|Sunrise Apartments Extra Svc|Investco|H:\0721|BW||
0721A|Sunrise Apartments Extra Svc|Investco|H:\0721|BW||
0720|Creekside Manor|Rhapsody Partners|H:\0720|BW||
0720A|Creekside Manor Extra Svc|Rhapsody Partners|H:\0720|BW||
0719|Four Lakes|Investco|K:\0719|BW|Lakeland Southeast|39
0719D|Lakeland Southeast Four Lakes Apts Extra Svc - Monument Sign|Investco|K:\0719|BW||
0719C|Lakeland Southeast Four Lakes Apts Extra Svc|Investco|K:\0719|BW||
0719B|Lakeland Southeast Extra Svc - Color Study|Investco|K:\0719|BW||
0719A|Lakeland Southeast Extra Svc|Investco|K:\0719|BW||
0718|The Recreation Bldg for Apts|Investco|K:\0718|BW||2
0718D|The Recreation Bldg Extra Svc - Lakeland Colored “R” Floor Plans|Investco|K:\0718|BW||
0718C|The Recreation Bldg Extra Svc - Bonney Lake clubhouse|Investco|K:\0718|BW||
0718B|The Recreation Bldg Extra Svc - Sunrise clubhouse|Investco|K:\0718|BW||
0718A|The Recreation Bldg Extra Svc - Owner Rev|Investco|K:\0718|BW||
0717|Six Kilns Apartments|Investco|H:\0717|BW|Greenwater|38
0716|Cadman Redmond Property|Polygon Northwest Company|H:\0716|RT||39
0715|Mountlake Terrace Mixed Use|Polygon Northwest Company|H:\0715|RT||
0714|Scoccolo Urban Village|Polygon Northwest Company|H:\0714|RT||37
0713|Leavenworth 2|Rudeen Development|H:\0713|RT||
0712|Snohomish Station|Rudeen Development|H:\0712|BW||
0712A|Snohomish Station Extra Svc|Rudeen Development|H:\0712|BW||
0711|Teufel Urban Flats|Polygon Vancouver|K:\0711|RT, GG||
0711B|Teufel Urban Flats Extra Svc|Polygon Vancouver|K:\0711|RT, GG||
0711A|Teufel Urban Flats Extra Svc (I sheets)|Polygon Vancouver|K:\0711|RT, GG||
0710|High Point Mixed Use|Polygon Northwest Company|H:\0710|RT||
0709|Hayford Apartments Phase 2|Rudeen Development|H:\0709|BW||
0708|Kenmore Condominiums|Majid Mohajer-Jasbi|H:\0708|RT||
0707|Rosemont Multifamily|Investco|K:\0707|BW||
0706|Giard Garage|Mike Giard|H:\0706|BW||
0705|Post Falls Multifamily (Expo Development)|Rudeen Development|H:\0705|BW||
0704|Elks Club Site|Polygon Northwest Company|H:\0704|BW||
0703|Heuett Residence|The Heuetts|H:\0703|BW||
0702|Bonney Lake T.C., Parcel One|Investco|H:\0702|BW||
0701|McDougall Property|Pacific Ridge Homes|H:\0701|BW||
0628|Vista Park 14-B CDs|D.R. Horton|H:\0628|BW||
0627|KN2510 CDs|Polygon Northwest Company|H:\0627|BW||
0626|Vista Park 14-A CDs|D.R. Horton|H:\0626|BW||5,38
0625|Hidden Creek, H.U.D. Complaint|Polygon Vancouver|H:\0625|BW||
0624|Fennel Creek Apartments|Investco|K:\0624|BW|Bonney Lake, Skystone|1
0624D|Fennel Creek Extra Services|Investco|K:\0624|BW||
0624C|Fennel Creek Extra Services|Investco|K:\0624|BW||
0624B|Fennel Creek Extra Services|Investco|K:\0624|BW||
0624A|Fennel Creek Extra Services|Investco|K:\0624|BW||
0623|Campus Park D|Polygon Northwest Company|H:\0623|BW||
0622|Riverside Apartments III|Investco|H:\0622|BW||2
0621|Shaw Garage|Art Shaw|H:\0621|BW||
0620|Springbrook Property|Belmont Homes|H:\0620|BW||
0619|The Villages of Ocean Shores Bar|J.P., Inc.|H:\0619|RT||
0618|Vista Park 14A & 14B|D.R. Horton|H:\0618|BW||
0617|Tsugawa Discrimination Complaint|Polygon Vancouver|H:\0617|BW||
0616|Campus Park Plot Plans Neighborhood C|Polygon Northwest Company|H:\0616|BW||
0615|Verbeek Property|Pacific Ridge Homes|H:\0615|BW||
0614|Northwood Heights Condo|Rudeen Development|H:\0614|BW|Spokane Condo|
0613|Lakeland Watertower Plus - Area 21|Polygon Northwest Company|H:\0613|BW||
0613A|Lakeland - Area 21 Extra Services|Polygon Northwest Company|H:\0613|BW||
0612|Kent North House Plans|Polygon Northwest Company|H:\0612|BW||
0611|McNaughton Product Development|McNaughton Group|H:\0611|BW||
0610|Forest Canyon Product Development|Polygon Northwest Company|K:\0610|RT||
0610B|Forest Canyon Code Update|Polygon Northwest Company|K:\0610|RT||
0610A|Forest Canyon Extra Services|Polygon Northwest Company|K:\0610|RT||
0609|Campus Park Neighborhood E|Polygon Northwest Company|H:\0609|BW||
0609A|Campus Park Neighborhood E Extra Svc|Polygon Northwest Company|H:\0609|BW||
0608|Lakeland East MF|Polygon Northwest Company|H:\0608|BW||
0607|Monroe Tilt-up Warehouse|Rudeen Development|H:\0607|BW||
0606|Pioneer Village Mixed Use|Absher Construction Co.|H:\0606|RT|Shaw Road|
0605|Rudeen Caretaker Cottage|Rudeen Development|H:\0605|BW||
0604|Rierson Remodel|Rierson|H:\0604|BW||
0603|Talus Highrise|Polygon Northwest Company|H:\0603|BW||
0602|Blackstone Townhomes|Pacific Ridge Homes|H:\0602|RT||12
0602B|BlackstoneTownhomes (Marketing)|Pacific Ridge Homes|H:\0602|RT||
0602A|BlackstoneTownhomes Color Study|Pacific Ridge Homes|H:\0602|RT||
0601|Clubhouse|Seattle Skeet & Trap Club|H:\0601|RT||
0601A|Clubhouse Extra Services|Seattle Skeet & Trap Club|H:\0601|RT||
0534|PQ Townhomes G & H|Polygon Northwest Company|H:\0534|RT||
0533|3590 House plan|Polygon Northwest Company|H:\0533|BW||
0532|Leo 2|Polygon Northwest Company|H:\0532|BW||
0531|Lakeland East|Polygon Northwest Company|H:\0531|BW||
0530|Extranet Demo|Polygon Northwest Company|H:\0530|RT||
0529|Wynham Ranch (ref 0504)|Sound Build Homes|H:\0529|BW||
0528|Campus Park C|Polygon Northwest Company|H:\0528|BW||
0527|Lynnwood Site|Inland Construction|H:\0527|RT||
0526|Snohomish Station Condos|Wakefield Properties|H:\0526|BW||
0525|Graydon Condos|Polygon Northwest Company|H:\0525|BW||
0524|Teufel BCD|Polygon Vancouver|H:\0524|RT||
0523|Spokane Apts|Rudeen Development|H:\0523|BW||
0522|Silver Creek Crossing|Derek L. Brown Assoc.|H:\0522|BW||
0521|Town Center Apartments (BL)|Investco|H:\0521|BW||
0520|Archive Houses|Milbrandt|K:\0520|BW||
0519|Forest Canyon Highlands|Polygon Northwest Company|H:\0519|RT||
0518|High Point Sales Office|Polygon Northwest Company|H:\0518|BW||
0517|Scalzo SFDC Lots|Polygon Northwest Company|H:\0517|BW||
0516|Leavenworth|Rudeen Development|H:\0516|RT||
0515|Willamette Ridge, Parcel A|Polygon Vancouver|H:\0515|RT||
0514|Marysville Townhomes|Pacific Ridge Homes|H:\0514|BW||
0513|Area 19|Polygon Northwest Company|H:\0513|BW||
0512|Willowspring|Polygon Northwest Company|H:\0512|BW||
0511|Lakeland Apts Phase 2|Tarragon, Inc.|H:\0511|BW||
0510|2660 House Plans|Polygon Northwest Company|H:\0510|BW||
0509|Hashim Property|Sound Built Homes|H:\0509|BW||
0508|Stanwood Goat Farm|Renaissance Homes|H:\0508|BW||
0507|Benridge Residential|Northwest Investment Group|H:\0507|BW||9
0506|High Point, SF|Polygon Northwest Company|H:\0506|BW||
0505|PQ Carriage Pod C|Polygon Vancouver|H:\0505|RT||
0504|Silver Creek (ref 0529)|Sound Built Homes|H:\0504|BW||7
0503|Kent South Lots|Polygon Northwest Company|H:\0503|BW||
0502|High Point, Parcel 5 (ref 04-11)|Polygon Northwest Company|H:\0502|BW||
0501|Lakeland Div 3 Area 20|Polygon Northwest Company|H:\0501|BW||
